timestamp,open,high,low,close,volume
2020-02-21,94.7100,94.9700,94.0100,94.4700,1503263
2020-02-20,94.7100,94.9700,94.0100,94.4700,1503263
2020-02-19,94.7100,94.9700,94.0100,94.4700,1503263
2020-02-18,94.7100,94.9700,94.0100,94.4700,1503263
2020-02-14,94.7100,94.9700,94.0100,94.4700,1503263
2020-02-13,94.7100,94.9700,94.0100,94.4700,1503263
2020-02-12,94.7100,94.9700,94.0100,94.4700,1503263
2020-02-11,94.7100,94.9700,94.0100,94.4700,1503263
2020-02-10,94.7100,94.9700,94.0100,94.4700,1503263
2020-02-07,94.7100,94.9700,94.0100,94.4700,1503263
2020-02-06,94.7100,94.9700,94.0100,94.4700,1503263
2020-02-05,94.7100,94.9700,94.0100,94.4700,1503263
2020-02-04,94.7100,94.9700,94.0100,94.4700,1503263
2020-02-03,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-31,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-30,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-29,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-28,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-27,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-24,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-23,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-22,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-21,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-17,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-16,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-15,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-14,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-13,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-10,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-09,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-08,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-07,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-06,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-03,94.7100,94.9700,94.0100,94.4700,1503263
2020-01-02,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-31,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-30,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-27,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-26,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-24,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-23,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-20,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-19,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-18,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-17,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-16,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-13,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-12,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-11,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-10,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-09,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-06,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-05,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-04,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-03,94.7100,94.9700,94.0100,94.4700,1503263
2019-12-02,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-29,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-27,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-26,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-25,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-22,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-21,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-20,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-19,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-18,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-15,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-14,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-13,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-12,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-11,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-08,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-07,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-06,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-05,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-04,94.7100,94.9700,94.0100,94.4700,1503263
2019-11-01,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-31,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-30,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-29,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-28,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-25,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-24,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-23,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-22,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-21,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-18,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-17,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-16,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-15,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-14,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-11,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-10,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-09,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-08,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-07,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-04,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-03,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-02,94.7100,94.9700,94.0100,94.4700,1503263
2019-10-01,94.7100,94.9700,94.0100,94.4700,1503263
2019-09-30,94.7100,94.9700,94.0100,94.4700,1503263
